id,Number,sentiment,text
610,7660,0,"Canonicalize aten operators in IR. Currently many operators in the aten IR have multiple forms.

Any operator that takes a non-tensor argument (e.g. IntList or int64_t) will have two forms: one with the non-tensor arguments encoded as tensor inputs and one with the arguments as attributes on the graph.

This makes every pass that we write in the IR harder because it needs to handle both cases.

Proposed solution:

1. Canonicalize on the tensor input format. Graphs are optimized in this format. This format is more general because inputs are not required to be constants.

2. expose the  function in compiler for general usage. Optimizations then check for const-ness of these inputs to work.

3. Before interpretation, lower back to the attribute-only format when thing are constants.  already includes this function, it just has to be written into a pass.. []"
250,9172,0,"Kernel breaks  when doing backward pass with .permute with the -1 option. ## Issue description

Permuting the axis of a tensor using the  option breaks the kernel (tested in Jupyter) when doing the backward pass. The kernel just restart, there is no error provided.

## Code example

This code:

automatically breaks the Kernel of a Jupyter Notebook (run in JupyterLab).

Note that the following code:


worked well.

## System Info
PyTorch version: 0.3.1
Is debug build: No
CUDA used to build PyTorch: 9.0.176

OS: Ubuntu 16.04.3 LTS
GCC version: (Ubuntu 5.4.0-6ubuntu1~16.04.10) 5.4.0 20160609
CMake version: version 3.5.1

Python version: 3.5
Is CUDA available: Yes
CUDA runtime version: 9.0.176
GPU models and configuration: GPU 0: Tesla K80
Nvidia driver version: 384.111
cuDNN version: Probably one of the following:
/usr/local/cuda-8.0/lib64/libcudnn.so.6.0.21
/usr/local/cuda-8.0/lib64/libcudnn_static.a
/usr/local/cuda-9.0/lib64/libcudnn.so.7.0.5
/usr/local/cuda-9.0/lib64/libcudnn_static.a
/usr/local/lib/python3.5/dist-packages/torch/lib/libcudnn-7b07b0f1.so.7.0.5

Versions of relevant libraries:
[pip3] msgpack-numpy (0.4.1)
[pip3] numpy (1.14.0)
[pip3] torch (0.3.1)
[pip3] torchvision (0.2.0)
[conda] Could not collect. ['\r\nimport torch\r\nfrom torch.autograd import Variable\r\na = Variable(torch.rand(2,3,2), requires_grad = True)\r\na = a.permute(1,0,-1)\r\na = a.sum()\r\na.backward()\r\n', '\r\nimport torch\r\nfrom torch.autograd import Variable\r\na = Variable(torch.rand(2,3,2), requires_grad = True)\r\na = a.permute(1,0,2)\r\na = a.sum()\r\na.backward()\r\n']"
186,27793,0,"[quantization] QNNPACK Engine for Dynamic Quantization. We should support QNNPACK for dynamic quantization.

- [ ] RNN classes
- [ ] RNNCell classes
- [ ] Linear

cc @jerryzh168 @jianyuh @dzhulgakov. []"
316,1051,0,"DataParallel does not correctly handle running variables in batch norm. Running variables accumulated on non-master GPUs are lost, and in the next step running variables accumulated on the master GPU are broadcast to non-master GPUs. Convergence-wise it does not make much difference;-), but it is still a bug. 
Also, device_ids in DataParallel should be checked to not contain the same values, otherwise stuff like this will break: 
https://github.com/pytorch/pytorch/blob/master/torch/backends/cudnn/rnn.py#L38-L43
If creating replicas on the same GPU is actually intended to be supported, then the above referenced lines that create a dictionary indexed by current_device constitute a bug. 
Both this issues ultimately are caused but not well defined behaviour of DataParallel with respect to stateful modules, of which batchnorm and recurrent nets with cudnn backend are examples. 

cc @ngimel @albanD @mruberry. []"
651,28201,0,"Optimize GroupNorm in PyTorch. ## 🚀 Feature
<!-- A clear and concise description of the feature proposal -->
Improve the performance of GroupNorm operator.

## Motivation

<!-- Please outline the motivation for the proposal. Is your feature request related to a problem? e.g., I'm always frustrated when [...]. If this is related to another GitHub issue, please link here too -->

Similar as https://github.com/pytorch/pytorch/issues/27633, the current GroupNorm implementation is reshaping the input and doing BatchNorm to get the moments of input, then using addcmul for affine. This implementation is inefficient for both CPU and CUDA. 

The performance benchmark for input shape = [128, 256, 28, 28], num_groups = 32 is shown below.



And the performance benchmark for input shape = [256, 512, 56, 56], num_groups = 32 is shown below.



We can see that for both CPU and GPU version of GroupNorm, using BatchNorm with addcmul make things slow especially for backward pass. Actually on CPU side, since BatchNorm for inference is a affine function and can be fused with Conv, it makes the GroupNorm very slow when using BatchNorm on CPU for inference.

## Pitch

<!-- A clear and concise description of what you want to happen. -->

To implement a optimized version of GroupNorm which fused everything together.

## Alternatives

<!-- A clear and concise description of any alternative solutions or features you've considered, if any. -->

## Additional context

<!-- Add any other context or screenshots about the feature request here. -->
cc @dzhulgakov @ngimel @ppwwyyxx 
. ['\r\nGroupNorm forward: 210.97913278000487ms\r\n--------------------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  \r\nName                        Self CPU total %  Self CPU total   CPU total %      CPU total        CPU time avg     CUDA total %     CUDA total       CUDA time avg    Number of Calls  \r\n--------------------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  \r\nnative_batch_norm           68.00%           135.920s         68.00%           135.920s         135.920ms        NaN              0.000us          0.000us          1000             \r\naddcmul                     31.94%           63.841s          31.94%           63.841s          63.841ms         NaN              0.000us          0.000us          1000             \r\nview                        0.03%            69.572ms         0.03%            69.572ms         17.393us         NaN              0.000us          0.000us          4000             \r\ngroup_norm                  0.01%            29.095ms         100.00%          199.870s         199.870ms        NaN              0.000us          0.000us          1000             \r\n_batch_norm_impl_index      0.00%            5.179ms          68.01%           135.925s         135.925ms        NaN              0.000us          0.000us          1000             \r\nbatch_norm                  0.00%            4.594ms          68.01%           135.929s         135.929ms        NaN              0.000us          0.000us          1000             \r\ncontiguous                  0.00%            1.815ms          0.00%            1.815ms          1.815us          NaN              0.000us          0.000us          1000             \r\n--------------------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  \r\nSelf CPU time total: 199.870s\r\nCUDA time total: 0.000us\r\n\r\nGroupNorm backward: 498.55486265799846ms\r\n-----------------------------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  \r\nName                                 Self CPU total %  Self CPU total   CPU total %      CPU total        CPU time avg     CUDA total %     CUDA total       CUDA time avg    Number of Calls  \r\n-----------------------------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  \r\nmul                                  46.02%           224.071s         46.02%           224.071s         56.018ms         NaN              0.000us          0.000us          4000             \r\nnative_batch_norm_backward           43.86%           213.559s         43.86%           213.559s         213.559ms        NaN              0.000us          0.000us          1000             \r\nsum                                  3.91%            19.040s          3.91%            19.040s          9.520ms          NaN              0.000us          0.000us          2000             \r\nadd_                                 3.28%            15.951s          3.28%            15.951s          5.317ms          NaN              0.000us          0.000us          3000             \r\nAddcmulBackward                      1.95%            9.501s           47.97%           233.571s         233.571ms        NaN              0.000us          0.000us          1000             \r\ntorch::autograd::AccumulateGrad      0.97%            4.737s           4.25%            20.687s          6.896ms          NaN              0.000us          0.000us          3000             \r\nas_strided                           0.00%            20.049ms         0.00%            20.049ms         5.012us          NaN              0.000us          0.000us          4000             \r\nNativeBatchNormBackward              0.00%            13.951ms         43.86%           213.573s         213.573ms        NaN              0.000us          0.000us          1000             \r\nreshape                              0.00%            13.034ms         0.01%            33.083ms         8.271us          NaN              0.000us          0.000us          4000             \r\nViewBackward                         0.00%            9.419ms          0.01%            42.502ms         10.626us         NaN              0.000us          0.000us          4000             \r\ntorch::autograd::GraphRoot           0.00%            1.189ms          0.00%            1.189ms          1.189us          NaN              0.000us          0.000us          1000             \r\n-----------------------------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  \r\nSelf CPU time total: 486.916s\r\nCUDA time total: 0.000us\r\n', '\r\nGroupNorm forward: 11.333400868010358ms\r\n--------------------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  \r\nName                        Self CPU total %  Self CPU total   CPU total %      CPU total        CPU time avg     CUDA total %     CUDA total       CUDA time avg    Number of Calls  \r\n--------------------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  \r\ngroup_norm                  23.06%           56.891ms         100.00%          246.741ms        246.741us        31.20%           11.369s          11.369ms         1000             \r\nbatch_norm                  8.59%            21.194ms         35.82%           88.382ms         88.382us         18.89%           6.884s           6.884ms          1000             \r\n_batch_norm_impl_index      6.50%            16.045ms         27.23%           67.189ms         67.189us         18.86%           6.872s           6.872ms          1000             \r\nnative_batch_norm           20.73%           51.143ms         20.73%           51.143ms         51.143us         18.83%           6.861s           6.861ms          1000             \r\naddcmul                     15.17%           37.434ms         15.17%           37.434ms         37.434us         12.13%           4.419s           4.419ms          1000             \r\nview                        21.76%           53.695ms         21.76%           53.695ms         13.424us         0.06%            21.595ms         5.399us          4000             \r\ncontiguous                  4.19%            10.339ms         4.19%            10.339ms         10.339us         0.03%            9.650ms          9.650us          1000             \r\n--------------------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  \r\nSelf CPU time total: 246.741ms\r\nCUDA time total: 36.436s\r\n\r\nGroupNorm backward: 42.1425356430118ms\r\n-----------------------------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  \r\nName                                 Self CPU total %  Self CPU total   CPU total %      CPU total        CPU time avg     CUDA total %     CUDA total       CUDA time avg    Number of Calls  \r\n-----------------------------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  \r\nAddcmulBackward                      10.08%           69.875ms         36.22%           251.046ms        251.046us        24.64%           19.492s          19.492ms         1000             \r\nmul                                  26.14%           181.171ms        26.14%           181.171ms        45.293us         24.60%           19.460s          4.865ms          4000             \r\nNativeBatchNormBackward              3.44%            23.832ms         9.82%            68.072ms         68.072us         14.23%           11.261s          11.261ms         1000             \r\nnative_batch_norm_backward           6.38%            44.240ms         6.38%            44.240ms         44.240us         14.23%           11.255s          11.255ms         1000             \r\ntorch::autograd::AccumulateGrad      7.14%            49.495ms         16.52%           114.485ms        38.162us         8.02%            6.343s           2.114ms          3000             \r\nadd_                                 9.38%            64.990ms         9.38%            64.990ms         21.663us         8.00%            6.326s           2.109ms          3000             \r\nsum                                  11.71%           81.163ms         11.71%           81.163ms         40.581us         6.15%            4.863s           2.431ms          2000             \r\nViewBackward                         9.72%            67.398ms         23.92%           165.801ms        41.450us         0.07%            57.930ms         14.482us         4000             \r\nreshape                              8.35%            57.903ms         14.20%           98.403ms         24.601us         0.04%            35.134ms         8.783us          4000             \r\nas_strided                           5.84%            40.500ms         5.84%            40.500ms         10.125us         0.01%            11.111ms         2.778us          4000             \r\ntorch::autograd::GraphRoot           1.81%            12.526ms         1.81%            12.526ms         12.526us         0.01%            8.698ms          8.698us          1000             \r\n-----------------------------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  ---------------  \r\nSelf CPU time total: 693.093ms\r\nCUDA time total: 79.113s\r\n\r\n']"
487,2011,0,"Build passing, but runtime failing (at commit ebdec9a837074a303fd5ffb6f319cd593955becc). Running import torch gives the following error on the latest master:



# git log
commit ebdec9a837074a303fd5ffb6f319cd593955becc
Author: lynic <xuanlangjian@gmail.com>
Date:   Fri Jul 7 23:06:56 2017 +0800

    Skip distributed tests if not supported (#2004)
. ['\r\nTraceback (most recent call last):\r\n  File ""classifier.py"", line 1, in <module>\r\n    import torch\r\n  File ""/opt/conda/envs/pytorch-py35/lib/python3.5/site-packages/torch/__init__.py"", line 53, in <module>\r\n    from torch._C import *\r\nImportError: /opt/conda/envs/pytorch-py35/lib/python3.5/site-packages/torch/lib/libTHC.so.1: undefined symbol: THLongStorage_inferSizeN\r\n']"
514,140,0,"Index / SetValue don't work for 1D Variables. Snippet to reproduce.



The problem is in [here](https://github.com/pytorch/pytorch/blob/master/torch/autograd/functions/tensor.py#L27), [here](https://github.com/pytorch/pytorch/blob/master/torch/autograd/functions/tensor.py#L40) and [here](https://github.com/pytorch/pytorch/blob/master/torch/autograd/functions/tensor.py#L45), and is due to the fact that  return numbers when indexing a 1D tensor (which I think is the desired behaviour as we don't have broadcasting yet?).

Maybe we should check if the input is 1D (and that the index is of range 1) and to use  instead of  in this case?
Autograd  return a 1D tensor anyway if we index it with a 1D tensor in forward, but this solution could avoid the sync point with cuda tensors in  (as we don't return a number).

Or, another solution would be to have something like 0D tensors which behave almost like numbers? This seems to be what numpy does.
. [' python\nimport torch\nfrom torch.autograd import Variable\n\nx = Variable(torch.Tensor([1, 2, 3]), requires_grad=True)\ny = x[0]\n\ny.backward() # error\n\nx[1] = 5 # error\n']"
255,22277,0,Handle all IntArrayRef expansions in ATen. See #22032 and #20866 for the rationale and #22073 for an example.. []
112,24608,0,"Migrate `nll_loss2d_forward` from the TH to Aten (CUDA). Porting TH operators is essential for code simplicity and performance reasons.

Porting guides and Q&A are available in umbrella issue: #24507

Feel free to add @VitalyFedyunin as a reviewer to get a prioritized review.. []"
678,30989,0,"Does Distributed Data Parallel Support model parallel where output of the model are in different devices?. By following the tutorial, I combine the model parallel and DDP together but the last layer(the parameter is really large) is doing some model parallel work like this code [source](https://github.com/bindog/pytorch-model-parallel/blob/8d1c0b91d4eb75c861059f4940159b06574189df/model.py#L39). However, it stuck at here



the gpu list for first DDP is [0, 1, 2, 3]
the gpu list for second DDP is [4, 5, 6, 7]
I modify the source code to make sure the chunk follow the parameter of gpu list



If it does not support output on multiple device, how can I reorganize the last layer?

cc @pietern @mrshenli @pritamdamania87 @zhaojuanmao @satgera @rohan-varma @gqchen @aazzolini @xush6528. ['python\r\nmodel.features = model.features.to(args.gpu_list[0])\r\nmodel = torch.nn.parallel.DistributedDataParallel(model)\r\n', 'python\r\nclass FullyConnected(nn.Module):\r\n    def __init__(self,\r\n                 in_dim,\r\n                 out_dim,\r\n                 gpu_list=[],\r\n                 model_parallel=False,\r\n                 class_split=None):\r\n        super(FullyConnected, self).__init__()\r\n        self.gpu_list = gpu_list\r\n        self.model_parallel = model_parallel\r\n        if model_parallel:\r\n            self.fc_chunks = nn.ModuleList()\r\n            for i in range(len(self.gpu_list)):\r\n                self.fc_chunks.append(\r\n                    nn.Linear(in_dim, class_split[i], bias=True).cuda(self.gpu_list[i])\r\n                )\r\n        else:\r\n            self.fc = nn.Linear(in_dim, out_dim, bias=True)\r\n\r\n    def forward(self, x, labels=None):\r\n        # print(x.size())\r\n        if self.model_parallel:\r\n            x_list = []\r\n            for i in range(len(self.gpu_list)):\r\n                _x = self.fc_chunks[i](x.cuda(self.gpu_list[i]))\r\n                x_list.append(_x)\r\n            return tuple(x_list)\r\n        else:\r\n            return self.fc(x)\r\n']"
71,23425,1,"Hanging on when one gpu node return zero as loss in the context of distributed data parallel training. ## 🐛 Bug

Hello.
I am training a multi task network on a cluster using 8 gpu with .
On every iteration, I process one image per gpu.
Suppose I have  and  with  and  respectively.
In some case, the  could be zero on one gpu, which means that there is no loss computed.
Then I just return the zero tensor.
When this situation happens, the code just hang on.

 - PyTorch Version: 1.1.0 
 - OS (e.g., Linux): Ubuntu 
 - How you installed PyTorch (, , source): docker conda
 - Python version: 3.6
 - CUDA/cuDNN version:  CUDA 9.0
 - GPU models and configuration: 1080ti
 - Any other relevant information:

. []"
150,12210,0,"PackagesNotFoundError: unable to install torchvision in anaconda prompt on windows 10. 

returns the following:

. []"
143,26726,0,"[jit] Recursive script doesn't pick up TorchScript class attributes. 

cc @suo. [""python\r\n@torch.jit.script\r\nclass X(object)\r\n\t...\r\n\r\nclass M(nn.Module):\r\n\tdef __init__(self):\r\n\t\tsuper().__init__()\r\n\r\n\t\t# The type is not inferred correctly here, so this doesn't get added as an attribute\r\n\t\tself.x = X()\r\n""]"
571,2369,0,"Calculate the derivative of a node with respect to an input image. 
I would like to calculate the derivative of any node in respect of image input to implement visualization methods using PyTorch.

Any suggestions ? . []"
588,27507,0,"[ONNX] Export torch.meshgrid. ## 🚀 Feature
Export meshgrid to ONNX

## Motivation

Instead of an error:



Can use  and 

## Pitch

Use  and  to export meshgrid

## Alternatives

Use  and  in the code

. [""python\r\n90     global _registry\r\n---> 91     return _registry[(domain, version)][opname]\r\nKeyError: 'meshgrid'\r\n""]"
334,14672,0,"Inconsistent behavior for log_prob when values are outside of support. ## 🐛 Bug

In Scipy, if you try to calculate the log probability of a value outside of the given distribution's support, scipy will return .

The Uniform Distribution for torch follows this behavior, as shown below:

However, this behavior does not extend to other distributions that have a constrained support, such as the exponential, beta, and gamma, or discrete distributions such as the geometric. 









These four are the distributions that I've tested; I'm unsure if there are more.  Is this discrepancy in behavior expected?  Please let me know if I've missed something.

### System Info
Collecting environment information...
PyTorch version: 0.4.1
Is debug build: No
CUDA used to build PyTorch: 9.0.176

OS: Ubuntu 18.10
GCC version: (Ubuntu 8.2.0-7ubuntu1) 8.2.0
CMake version: version 3.12.1

Python version: 3.7
Is CUDA available: Yes
CUDA runtime version: Could not collect
GPU models and configuration: GPU 0: GeForce GTX 960M
Nvidia driver version: 415.13
cuDNN version: Could not collect

Versions of relevant libraries:
[pip] numpy (1.15.4)
[pip] numpydoc (0.8.0)
[pip] torch (0.4.1)
[conda] pytorch                   0.4.1            py37ha74772b_0


cc @fritzo @neerajprad @alicanb @nikitaved. ['python\r\n> Uniform(torch.tensor(0.),torch.tensor(1.)).log_prob(torch.tensor(5.))\r\n> tensor(-Inf)\r\n', 'python \r\n> Beta(torch.tensor(1.),torch.tensor(1.)).log_prob(torch.tensor(5.))\r\n> tensor(nan)\r\n', 'python\r\n> Exponential(torch.tensor(2.)).log_prob(torch.tensor(-5.))\r\n> tensor(11.6094)\r\n', 'python\r\n> Gamma(torch.tensor(1.),torch.tensor(1.)).log_prob(torch.tensor(-1.))\r\n> tensor(nan)\r\n', 'python\r\n> Geometric(torch.tensor(5.)).log_prob(torch.tensor(-1.))\r\n> tensor(nan)\r\n']"
294,3990,0,"Raise an error when using magma built against wrong version of cuda. Previous instances of this: https://github.com/pytorch/pytorch/issues/3018

I myself was affected by this bug when a server I was working on upgraded from cuda 8 to cuda 9. I dutifully rebuilt PyTorch but forgot to uninstall magma-cuda80: instant hang on CUDA initialization.. []"
182,4655,0,"Error with cuda9 docker build. When building pytorch with docker with 


I get the following error and the build stops:


I cloned the latest master with 
Ubuntu 16.04
Docker version 17.09.1-ce, build 19e2cf6. []"
564,956,0,"load_lua yields ""object has no attribute 'running_var'"" for BatchNormalization. When I try to load OpenFace model (https://storage.cmusatyalab.org/openface-models/nn4.small2.v1.t7) as:

    model = load_lua('nn4.small2.v1.t7',unknown_classes=True),

then, to convert unknown classes. 
But, I got the errors at the line below:

torch/utils/serialization/read_lua_file.py"", line 269, in BatchNorm_reader
    obj.running_var = obj.running_var.pow(-2).add(-obj.eps)

Thank you.
. []"
331,29692,0,[FR] add generator= kwarg support for torch.randn and torch.rand. All stochastic functions should accept . These should as well.. []
670,12241,0,"torch.sum() for sparse tensor. - Add 
- Add 
- Add autograd support. []"
380,20056,0,"Creation of too big multidimensional array returns empty tensor.. ## 🐛 Bug

When trying to create a tensor of too many dimensions it simply returns an empty tensor with its shape is the dimensions I passed even though it should have contained the value .

## To Reproduce

Steps to reproduce the behavior:

Number of 2's in the following example is .

Output: 



Another related issue



These are  2's. 

Output: 



When they're  2's. The output changes to:



<!-- If you have a code sample, error messages, stack traces, please provide it here as well -->

## Expected behavior

I expected to see the aforementioned dimensions filled with  if it's possible, or an exception that says a value error.

## Environment

Please copy and paste the output from our
[environment collection script](https://raw.githubusercontent.com/pytorch/pytorch/master/torch/utils/collect_env.py)
(or fill out the checklist below manually).

You can get the script and run it with:


## Additional context

I suspect that the desired behavior is not happening because tensors seem to be basing on NumPy  which accepts only  dims.

Also, I have just found this [line](https://github.com/pytorch/pytorch/blob/7ddd5d06ed07a50b94aa6b2fdffa2f667d677c4b/aten/src/TH/THGeneral.cpp#L184).



I think the integer division of those two elements results in the error. . ['Python\r\ntorch.ones((2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2),\r\ndtype=torch.uint8)\r\n', 'Python\r\ntensor([],\r\n       size=(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2),\r\n       dtype=torch.uint8)\r\n', 'Python\r\ntorch.ones((2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2),\r\ndtype=torch.uint8)\r\n', 'Python\r\nRuntimeError: $ Torch: not enough memory: you tried to allocate 0GB. Buy new RAM! at /opt/conda/conda-bld/pytorch_1549628766161/work/aten/src/TH/THGeneral.cpp:201\r\n', 'Python\r\nRuntimeError: $ Torch: invalid memory size -- maybe an overflow? at /opt/conda/conda-bld/pytorch_1549628766161/work/aten/src/TH/THGeneral.cpp:188\r\n', '\r\nwget https://raw.githubusercontent.com/pytorch/pytorch/master/torch/utils/collect_env.py\r\n# For security purposes, please check the contents of collect_env.py before running it.\r\npython collect_env.py\r\n', '\r\nPyTorch version: 1.0.1.post2\r\nIs debug build: No\r\nCUDA used to build PyTorch: 9.0.176\r\n\r\nOS: Arch Linux\r\nGCC version: (crosstool-NG 1.23.0.449-a04d0) 7.3.0\r\nCMake version: Could not collect\r\n\r\nPython version: 3.6\r\nIs CUDA available: Yes\r\nCUDA runtime version: 10.1.105\r\nGPU models and configuration: GPU 0: GeForce GTX 1050 Ti with Max-Q Design\r\nNvidia driver version: 418.56\r\ncuDNN version: /usr/lib/libcudnn.so.7.5.0\r\n\r\nVersions of relevant libraries:\r\n[pip3] numpy==1.16.2\r\n[pip3] torch==1.0.1.post2\r\n[pip3] torchvision==0.2.2.post3\r\n[conda] _tflow_select             2.3.0                       mkl  \r\n[conda] blas                      1.0                         mkl  \r\n[conda] mkl                       2019.1                      144  \r\n[conda] mkl_fft                   1.0.10           py36ha843d7b_0  \r\n[conda] mkl_random                1.0.2            py36hd81dba3_0  \r\n[conda] pytorch                   1.0.1           py3.6_cuda9.0.176_cudnn7.4.2_2    pytorch\r\n[conda] tensorflow                1.12.0          mkl_py36h69b6ba0_0  \r\n[conda] tensorflow-base           1.12.0          mkl_py36h3c3e929_0  \r\n[conda] torchvision               0.2.1                      py_2    pytorch\r\n', 'cpp\r\nTHError(""$ Torch: not enough memory: you tried to reallocate %dGB. Buy new RAM!"", size/1073741824);\r\n']"
